selection_event,method,condition_id,corruption_family,severity,instance_id,source_image_id,true_label,eligibility_rule,satisfying_seed_count,seed_predictions
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,521_0,521,corrosion,seed_disagreement,3,17:surface_injure:stable_wrong|29:hide_craze:stable_wrong|43:surface_injure:stable_wrong
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,591_0,591,thunderstrike,seed_disagreement,3,17:thunderstrike:stable_correct|29:thunderstrike:stable_correct|43:surface_injure:stable_wrong
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,623_1,623,surface_injure,seed_disagreement,3,17:crack:stable_wrong|29:hide_craze:stable_wrong|43:surface_injure:stable_correct
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,642_1,642,surface_injure,seed_disagreement,3,17:surface_injure:stable_correct|29:hide_craze:stable_wrong|43:surface_injure:stable_correct
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,655_0,655,hide_craze,seed_disagreement,3,17:crack:stable_wrong|29:hide_craze:stable_correct|43:hide_craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,658_0,658,corrosion,seed_disagreement,3,17:hide_craze:harmful_flip|29:hide_craze:stable_wrong|43:corrosion:stable_correct
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,671_1,671,surface_injure,seed_disagreement,3,17:hide_craze:stable_wrong|29:hide_craze:stable_wrong|43:surface_injure:stable_correct
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,689_0,689,surface_injure,seed_disagreement,3,17:crack:stable_wrong|29:surface_injure:beneficial_flip|43:surface_injure:stable_correct
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,824_0,824,craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,864_0,864,surface_injure,seed_disagreement,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_mild,gaussian_blur,mild,875_1,875,hide_craze,seed_disagreement,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:crack:stable_wrong
beneficial_flip,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,48_0,48,surface_injure,majority,2,17:craze:stable_wrong|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,48_0,48,surface_injure,seed_disagreement,3,17:craze:stable_wrong|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,51_0,51,craze,seed_disagreement,3,17:craze:beneficial_flip|29:surface_injure:changed_wrong|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,57_0,57,craze,seed_disagreement,3,17:craze:stable_correct|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,65_0,65,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:hide_craze:stable_wrong|43:corrosion:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,71_0,71,craze,seed_disagreement,3,17:thunderstrike:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,73_0,73,craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:craze:stable_correct|43:surface_injure:harmful_flip
beneficial_flip,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,88_0,88,crack,majority,2,17:crack:stable_correct|29:crack:beneficial_flip|43:crack:beneficial_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,93_0,93,craze,seed_disagreement,3,17:craze:stable_correct|29:craze:stable_correct|43:hide_craze:harmful_flip
beneficial_flip,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,142_0,142,surface_injure,consensus,3,17:surface_injure:beneficial_flip|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,166_0,166,craze,seed_disagreement,3,17:craze:stable_correct|29:crack:harmful_flip|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,167_0,167,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,167_1,167,craze,seed_disagreement,3,17:hide_craze:stable_wrong|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,209_0,209,hide_craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:stable_correct|43:hide_craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,228_0,228,hide_craze,seed_disagreement,3,17:hide_craze:stable_correct|29:crack:stable_wrong|43:crack:stable_wrong
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,228_1,228,hide_craze,seed_disagreement,3,17:hide_craze:beneficial_flip|29:craze:stable_wrong|43:crack:changed_wrong
beneficial_flip,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,255_0,255,surface_injure,majority,2,17:surface_injure:beneficial_flip|29:surface_injure:beneficial_flip|43:surface_injure:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,323_0,323,corrosion,seed_disagreement,3,17:surface_injure:stable_wrong|29:hide_craze:stable_wrong|43:hide_craze:changed_wrong
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,326_1,326,craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,332_0,332,surface_injure,seed_disagreement,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,370_2,370,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,405_0,405,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,408_0,408,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,408_1,408,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:surface_injure:harmful_flip|43:corrosion:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,410_0,410,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:craze:stable_wrong
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,410_1,410,corrosion,seed_disagreement,3,17:craze:harmful_flip|29:corrosion:stable_correct|43:craze:stable_wrong
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,464_1,464,hide_craze,seed_disagreement,3,17:surface_injure:stable_wrong|29:hide_craze:stable_correct|43:surface_injure:changed_wrong
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,476_0,476,surface_injure,seed_disagreement,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,521_0,521,corrosion,seed_disagreement,3,17:surface_injure:stable_wrong|29:hide_craze:stable_wrong|43:surface_injure:stable_wrong
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,546_1,546,corrosion,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,546_2,546,corrosion,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,563_0,563,craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,597_0,597,hide_craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:stable_correct|43:hide_craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,598_0,598,corrosion,seed_disagreement,3,17:crack:harmful_flip|29:corrosion:stable_correct|43:corrosion:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,598_1,598,corrosion,seed_disagreement,3,17:thunderstrike:harmful_flip|29:surface_injure:harmful_flip|43:corrosion:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,623_1,623,surface_injure,seed_disagreement,3,17:crack:stable_wrong|29:hide_craze:stable_wrong|43:surface_injure:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,642_0,642,hide_craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:stable_correct|43:hide_craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,642_1,642,surface_injure,seed_disagreement,3,17:surface_injure:stable_correct|29:hide_craze:stable_wrong|43:surface_injure:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,655_0,655,hide_craze,seed_disagreement,3,17:crack:stable_wrong|29:hide_craze:stable_correct|43:hide_craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,689_0,689,surface_injure,seed_disagreement,3,17:crack:stable_wrong|29:surface_injure:beneficial_flip|43:surface_injure:stable_correct
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,824_0,824,craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:crack:harmful_flip|43:crack:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,864_0,864,surface_injure,seed_disagreement,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,875_1,875,hide_craze,seed_disagreement,3,17:hide_craze:stable_correct|29:surface_injure:harmful_flip|43:crack:stable_wrong
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,13_0,13,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,13_1,13,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,32_0,32,thunderstrike,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,32_1,32,thunderstrike,majority,2,17:thunderstrike:stable_correct|29:surface_injure:harmful_flip|43:thunderstrike:stable_correct
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,32_1,32,thunderstrike,seed_disagreement,3,17:thunderstrike:stable_correct|29:surface_injure:harmful_flip|43:thunderstrike:stable_correct
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,46_0,46,corrosion,consensus,3,17:hide_craze:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,46_1,46,corrosion,consensus,3,17:hide_craze:harmful_flip|29:surface_injure:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,46_1,46,corrosion,seed_disagreement,3,17:hide_craze:harmful_flip|29:surface_injure:harmful_flip|43:hide_craze:harmful_flip
beneficial_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,48_0,48,surface_injure,majority,2,17:thunderstrike:changed_wrong|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,48_0,48,surface_injure,seed_disagreement,3,17:thunderstrike:changed_wrong|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,51_0,51,craze,seed_disagreement,3,17:corrosion:stable_wrong|29:surface_injure:changed_wrong|43:surface_injure:harmful_flip
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,51_1,51,craze,consensus,3,17:hide_craze:harmful_flip|29:surface_injure:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,51_1,51,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:surface_injure:harmful_flip|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,54_0,54,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,54_1,54,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,57_0,57,craze,consensus,3,17:hide_craze:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,57_1,57,surface_injure,seed_disagreement,3,17:corrosion:harmful_flip|29:surface_injure:beneficial_flip|43:surface_injure:stable_correct
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,61_0,61,craze,majority,2,17:surface_injure:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,61_0,61,craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,61_1,61,craze,majority,2,17:hide_craze:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,61_1,61,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,61_2,61,craze,majority,2,17:hide_craze:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,61_2,61,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,65_0,65,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:hide_craze:stable_wrong|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,67_0,67,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,71_0,71,craze,majority,2,17:thunderstrike:harmful_flip|29:craze:stable_correct|43:thunderstrike:harmful_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,71_0,71,craze,seed_disagreement,3,17:thunderstrike:harmful_flip|29:craze:stable_correct|43:thunderstrike:harmful_flip
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,73_0,73,craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,81_0,81,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,81_1,81,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,81_2,81,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,88_0,88,crack,seed_disagreement,3,17:crack:stable_correct|29:crack:beneficial_flip|43:hide_craze:stable_wrong
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,93_0,93,craze,majority,2,17:thunderstrike:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,93_0,93,craze,seed_disagreement,3,17:thunderstrike:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,gaussian_blur_severe,gaussian_blur,severe,103_0,103,craze,majority,2,17:hide_craze:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,gaussian_blur_severe,gaussian_blur,severe,103_0,103,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
