sample_id,primary_declared_filename,secondary_declared_filename,filename_identity_agreement,primary_object_count,secondary_object_count,object_count_agreement,class_multiset_agreement,matched_same_class_boxes,unmatched_primary,unmatched_secondary,mean_matched_iou,minimum_matched_iou,exact_annotation_signature,agreement_category
53,53.jpg,53.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
54,54.jpg,54.jpg,True,2,2,True,True,2,0,0,0.8860934846724462,0.7721869693448923,False,box_disagreement
55,55.jpg,55.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
56,56.jpg,56.jpg,True,4,4,True,False,3,1,1,0.9164557915400499,0.8560690423162584,False,class_disagreement
57,57.jpg,57.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
58,58.jpg,58.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
59,59.jpg,59.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
60,60.jpg,60.jpg,True,2,2,True,True,2,0,0,0.8600667974039724,0.8101640225867168,False,strong_agreement
61,61.jpg,61.jpg,True,3,3,True,False,2,1,1,0.9762068066777322,0.9524136133554644,False,class_disagreement
62,62.jpg,62.jpg,True,2,2,True,True,2,0,0,0.968420563354095,0.93684112670819,False,strong_agreement
63,63.jpg,63.jpg,True,2,2,True,True,2,0,0,0.8987341772151899,0.7974683544303798,False,box_disagreement
64,64.jpg,64.jpg,True,1,1,True,True,1,0,0,0.9163330040039519,0.9163330040039519,False,strong_agreement
65,65.jpg,65.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
66,66.jpg,66.jpg,True,2,1,False,False,1,1,0,0.9324723874256584,0.9324723874256584,False,object_count_disagreement
67,67.jpg,67.jpg,True,1,1,True,True,1,0,0,0.9323284156510584,0.9323284156510584,False,strong_agreement
68,68.jpg,68.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
69,69.jpg,69.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
70,70.jpg,70.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
71,71.jpg,71.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
72,72.jpg,72.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
73,73.jpg,73.jpg,True,1,1,True,True,1,0,0,0.971844002217978,0.971844002217978,False,strong_agreement
74,74.jpg,74.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
75,75.jpg,75.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
76,76.jpg,76.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
77,77.jpg,77.jpg,True,1,1,True,True,1,0,0,0.8723462917011304,0.8723462917011304,False,strong_agreement
78,78.jpg,78.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
79,79.jpg,79.jpg,True,1,1,True,True,1,0,0,0.9824495448207597,0.9824495448207597,False,strong_agreement
80,80.jpg,80.jpg,True,3,3,True,True,3,0,0,0.9806267806267807,0.9418803418803419,False,strong_agreement
81,81.jpg,81.jpg,True,3,3,True,True,3,0,0,0.9755410674024695,0.9266232022074085,False,strong_agreement
82,82.jpg,82.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
83,83.jpg,83.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
84,84.jpg,84.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
85,85.jpg,85.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
86,86.jpg,86.jpg,True,1,1,True,True,1,0,0,0.9276205947385046,0.9276205947385046,False,strong_agreement
87,87.jpg,87.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
88,88.jpg,88.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
89,89.jpg,89.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
90,90.jpg,90.jpg,True,3,3,True,True,3,0,0,0.9926610644257702,0.9779831932773109,False,strong_agreement
91,91.jpg,91.jpg,True,1,1,True,True,1,0,0,0.9662571835292877,0.9662571835292877,False,strong_agreement
92,92.jpg,92.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
93,93.jpg,93.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
94,94.jpg,94.jpg,True,2,2,True,True,2,0,0,0.976818050027676,0.953636100055352,False,strong_agreement
95,95.jpg,95.jpg,True,3,3,True,False,2,1,1,1.0,1.0,False,class_disagreement
96,96.jpg,96.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
97,97.jpg,97.jpg,True,1,1,True,True,1,0,0,0.9662352685995228,0.9662352685995228,False,strong_agreement
98,98.jpg,98.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
99,99.jpg,99.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
100,100.jpg,100.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
101,101.jpg,101.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
102,102.jpg,102.jpg,True,1,1,True,True,1,0,0,0.9353287012292891,0.9353287012292891,False,strong_agreement
103,103.jpg,103.jpg,True,1,1,True,True,1,0,0,0.975482199798349,0.975482199798349,False,strong_agreement
104,104.jpg,104.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
105,105.jpg,105.jpg,True,1,1,True,True,1,0,0,0.9455548391718605,0.9455548391718605,False,strong_agreement
106,106.jpg,106.jpg,True,7,7,True,False,6,1,1,0.9674987282900952,0.8049923697405712,False,class_disagreement
107,107.jpg,107.jpg,True,2,2,True,True,2,0,0,0.953822629969419,0.9076452599388379,False,strong_agreement
108,108.jpg,108.jpg,True,3,3,True,True,3,0,0,0.9745190150348221,0.9490860493188481,False,strong_agreement
109,109.jpg,109.jpg,True,1,1,True,True,1,0,0,0.95498046875,0.95498046875,False,strong_agreement
110,110.jpg,110.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
111,111.jpg,111.jpg,True,1,1,True,True,1,0,0,0.9115512845656011,0.9115512845656011,False,strong_agreement
112,112.jpg,112.jpg,True,2,2,True,True,2,0,0,0.986646388341077,0.973292776682154,False,strong_agreement
113,113.jpg,113.jpg,True,2,2,True,True,2,0,0,0.9613270437799696,0.9226540875599392,False,strong_agreement
114,114.jpg,114.jpg,True,2,2,True,True,2,0,0,0.9589350098744406,0.9178700197488812,False,strong_agreement
115,115.jpg,115.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
116,116.jpg,116.jpg,True,3,3,True,True,3,0,0,0.9370572872630255,0.8111718617890762,False,strong_agreement
117,117.jpg,117.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
118,118.jpg,118.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
119,119.jpg,119.jpg,True,1,1,True,True,1,0,0,0.8736085812588544,0.8736085812588544,False,strong_agreement
120,120.jpg,120.jpg,True,1,1,True,True,1,0,0,0.9579547980733605,0.9579547980733605,False,strong_agreement
121,121.jpg,121.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
122,122.jpg,122.jpg,True,2,2,True,True,2,0,0,0.8430863875876664,0.8387959866220736,False,strong_agreement
123,123.jpg,123.jpg,True,3,3,True,True,3,0,0,0.9684757698694547,0.9314892837516029,False,strong_agreement
124,124.jpg,124.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
125,125.jpg,125.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
126,126.jpg,126.jpg,True,4,4,True,True,4,0,0,0.9593610530279554,0.8871135521990596,False,strong_agreement
127,127.jpg,127.jpg,True,2,2,True,True,2,0,0,0.9947347734840226,0.9894695469680452,False,strong_agreement
128,128.jpg,128.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
129,129.jpg,129.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
130,130.jpg,130.jpg,True,2,2,True,True,2,0,0,0.9521715328467153,0.9043430656934307,False,strong_agreement
131,131.jpg,131.jpg,True,1,1,True,True,1,0,0,0.892773528952708,0.892773528952708,False,strong_agreement
132,132.jpg,132.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
133,133.jpg,133.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
134,134.jpg,134.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
135,135.jpg,135.jpg,True,3,3,True,True,3,0,0,0.9919394900886175,0.9758184702658526,False,strong_agreement
136,136.jpg,136.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
137,137.jpg,137.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
138,138.jpg,138.jpg,True,1,1,True,True,1,0,0,0.9807599908082475,0.9807599908082475,False,strong_agreement
139,139.jpg,139.jpg,True,3,3,True,True,3,0,0,0.9496083439614296,0.9051504079283248,False,strong_agreement
140,140.jpg,140.jpg,True,2,2,True,True,2,0,0,0.9713445607504865,0.9643893006767644,False,strong_agreement
141,141.jpg,141.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
142,142.jpg,142.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
143,143.jpg,143.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
144,144.jpg,144.jpg,True,4,4,True,True,4,0,0,0.9075403908127551,0.8014272417002792,False,strong_agreement
145,145.jpg,145.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
146,146.jpg,146.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
147,147.jpg,147.jpg,True,1,1,True,True,1,0,0,0.9191266912669127,0.9191266912669127,False,strong_agreement
148,148.jpg,148.jpg,True,2,1,False,False,1,1,0,0.8562032393324015,0.8562032393324015,False,object_count_disagreement
149,149.jpg,149.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
150,150.jpg,150.jpg,True,2,2,True,True,2,0,0,0.9829861111111111,0.9659722222222222,False,strong_agreement
151,151.jpg,151.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
152,152.jpg,152.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
153,153.jpg,153.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
154,154.jpg,154.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
155,155.jpg,155.jpg,True,5,5,True,True,5,0,0,0.9939819119262954,0.9699095596314766,False,strong_agreement
156,156.jpg,156.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
157,157.jpg,157.jpg,True,1,1,True,True,1,0,0,0.8985730813729271,0.8985730813729271,False,strong_agreement
158,158.jpg,158.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
159,159.jpg,159.jpg,True,1,1,True,True,1,0,0,0.9036523929471033,0.9036523929471033,False,strong_agreement
160,160.jpg,160.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
161,161.jpg,161.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
162,162.jpg,162.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
163,163.jpg,163.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
164,164.jpg,164.jpg,True,1,1,True,True,1,0,0,0.9665616614164042,0.9665616614164042,False,strong_agreement
165,165.jpg,165.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
166,166.jpg,166.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
167,167.jpg,167.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
168,168.jpg,168.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
169,169.jpg,169.jpg,True,2,2,True,True,2,0,0,0.9824255700487903,0.9648511400975804,False,strong_agreement
170,170.jpg,170.jpg,True,3,3,True,True,3,0,0,0.9723327451804705,0.9689258201332988,False,strong_agreement
171,171.jpg,171.jpg,True,2,2,True,True,2,0,0,0.949471533501143,0.9454317471129137,False,strong_agreement
172,172.jpg,172.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
173,173.jpg,173.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
174,174.jpg,174.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
175,175.jpg,175.jpg,True,3,3,True,True,3,0,0,1.0,1.0,True,strong_agreement
176,176.jpg,176.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
177,177.jpg,177.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
178,178.jpg,178.jpg,True,3,3,True,True,3,0,0,0.9795299863186879,0.9385899589560639,False,strong_agreement
179,179.jpg,179.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
180,180.jpg,180.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
181,181.jpg,181.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
182,182.jpg,182.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
183,183.jpg,183.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
184,184.jpg,184.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
185,185.jpg,185.jpg,True,2,2,True,True,2,0,0,0.8247863247863247,0.6495726495726496,False,box_disagreement
186,186.jpg,186.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
187,187.jpg,187.jpg,True,2,2,True,True,2,0,0,0.9686526635252775,0.937305327050555,False,strong_agreement
188,188.jpg,188.jpg,True,2,2,True,True,2,0,0,0.9861128179918889,0.9722256359837778,False,strong_agreement
189,189.jpg,189.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
190,190.jpg,190.jpg,True,1,1,True,True,1,0,0,0.9767754279549756,0.9767754279549756,False,strong_agreement
191,191.jpg,191.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
192,192.jpg,192.jpg,True,3,3,True,False,2,1,1,0.94980639609924,0.8996127921984799,False,class_disagreement
193,193.jpg,193.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
194,194.jpg,194.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
195,195.jpg,195.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
196,196.jpg,196.jpg,True,2,2,True,True,2,0,0,0.9774563106796117,0.9549126213592233,False,strong_agreement
197,197.jpg,197.jpg,True,1,1,True,True,1,0,0,0.9719853403811358,0.9719853403811358,False,strong_agreement
198,198.jpg,198.jpg,True,2,2,True,True,2,0,0,0.9427465042423764,0.9118309371210809,False,strong_agreement
199,199.jpg,199.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
200,200.jpg,200.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
201,201.jpg,201.jpg,True,2,2,True,True,2,0,0,0.9211387434554974,0.8422774869109948,False,strong_agreement
202,202.jpg,202.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
203,203.jpg,203.jpg,True,2,2,True,True,2,0,0,0.9663374600083461,0.9326749200166922,False,strong_agreement
204,204.jpg,204.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
205,205.jpg,205.jpg,True,3,2,False,False,2,1,0,0.9192531485946664,0.8627396499027508,False,object_count_disagreement
206,206.jpg,206.jpg,True,1,1,True,True,1,0,0,0.9420991683335088,0.9420991683335088,False,strong_agreement
207,207.jpg,207.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
208,208.jpg,208.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
209,209.jpg,209.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
210,210.jpg,210.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
211,211.jpg,211.jpg,True,2,2,True,True,2,0,0,0.9287068943702601,0.9103934751460377,False,strong_agreement
212,212.jpg,212.jpg,True,1,1,True,True,1,0,0,0.9633816591876654,0.9633816591876654,False,strong_agreement
213,213.jpg,213.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
214,214.jpg,214.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
215,215.jpg,215.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
216,216.jpg,216.jpg,True,1,1,True,True,1,0,0,0.8987900902631074,0.8987900902631074,False,strong_agreement
217,217.jpg,217.jpg,True,1,1,True,True,1,0,0,0.8150084576349377,0.8150084576349377,False,strong_agreement
218,218.jpg,218.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
219,219.jpg,219.jpg,True,3,3,True,True,3,0,0,1.0,1.0,True,strong_agreement
220,220.jpg,220.jpg,True,2,2,True,True,2,0,0,0.9744476314892649,0.94889526297853,False,strong_agreement
221,221.jpg,221.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
222,222.jpg,222.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
223,223.jpg,223.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
224,224.jpg,224.jpg,True,1,1,True,True,1,0,0,0.9714184531932903,0.9714184531932903,False,strong_agreement
225,225.jpg,225.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
226,226.jpg,226.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
227,227.jpg,227.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
228,228.jpg,228.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
229,229.jpg,229.jpg,True,1,1,True,True,1,0,0,0.9489735601885134,0.9489735601885134,False,strong_agreement
230,230.jpg,230.jpg,True,2,2,True,False,1,1,1,0.9319259846853701,0.9319259846853701,False,class_disagreement
231,231.jpg,231.jpg,True,1,1,True,True,1,0,0,0.9385561431558234,0.9385561431558234,False,strong_agreement
232,232.jpg,232.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
233,233.jpg,233.jpg,True,2,2,True,True,2,0,0,0.9678092564547705,0.9356185129095409,False,strong_agreement
234,234.jpg,234.jpg,True,5,5,True,True,5,0,0,1.0,1.0,True,strong_agreement
235,235.jpg,235.jpg,True,1,1,True,True,1,0,0,0.9695036518110002,0.9695036518110002,False,strong_agreement
236,236.jpg,236.jpg,True,2,1,False,False,1,1,0,1.0,1.0,False,object_count_disagreement
237,237.jpg,237.jpg,True,2,2,True,True,2,0,0,0.9370886318614609,0.8741772637229216,False,strong_agreement
238,238.jpg,238.jpg,True,2,2,True,True,2,0,0,0.9457064188607813,0.8914128377215625,False,strong_agreement
239,239.jpg,239.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
240,240.jpg,240.jpg,True,4,4,True,True,4,0,0,1.0,1.0,True,strong_agreement
241,241.jpg,241.jpg,True,1,1,True,True,1,0,0,0.8530805687203792,0.8530805687203792,False,strong_agreement
242,242.jpg,242.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
243,243.jpg,243.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
244,244.jpg,244.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
245,245.jpg,245.jpg,True,2,2,True,True,2,0,0,0.9511481800760591,0.947118616720897,False,strong_agreement
246,246.jpg,246.jpg,True,1,1,True,True,1,0,0,0.9075700543705563,0.9075700543705563,False,strong_agreement
247,247.jpg,247.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
248,248.jpg,248.jpg,True,2,2,True,True,2,0,0,0.9847648992425325,0.969529798485065,False,strong_agreement
249,249.jpg,249.jpg,True,2,2,True,True,2,0,0,0.9476882558731609,0.9435777431097244,False,strong_agreement
250,250.jpg,250.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
251,251.jpg,251.jpg,True,3,2,False,False,2,1,0,1.0,1.0,False,object_count_disagreement
252,252.jpg,252.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
253,253.jpg,253.jpg,True,1,1,True,True,1,0,0,0.9493169922124346,0.9493169922124346,False,strong_agreement
254,254.jpg,254.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
255,255.jpg,255.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
256,256.jpg,256.jpg,True,6,6,True,True,6,0,0,0.9861471503849578,0.9552284836174535,False,strong_agreement
257,257.jpg,257.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
258,258.jpg,258.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
259,259.jpg,259.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
260,260.jpg,260.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
261,261.jpg,261.jpg,True,1,1,True,True,1,0,0,0.9810450531525957,0.9810450531525957,False,strong_agreement
262,262.jpg,262.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
263,263.jpg,263.jpg,True,2,2,True,True,2,0,0,0.9763899466869763,0.9527798933739527,False,strong_agreement
264,264.jpg,264.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
265,265.jpg,265.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
266,266.jpg,266.jpg,True,2,2,True,True,2,0,0,0.9719755826859046,0.9439511653718091,False,strong_agreement
267,267.jpg,267.jpg,True,2,2,True,True,2,0,0,0.9932945257762029,0.9865890515524057,False,strong_agreement
268,268.jpg,268.jpg,True,2,2,True,True,2,0,0,0.9762087490406753,0.9524174980813507,False,strong_agreement
269,269.jpg,269.jpg,True,1,1,True,True,1,0,0,0.9738817480719795,0.9738817480719795,False,strong_agreement
270,270.jpg,270.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
