instance_id,source_image_id,source_filename,object_index,raw_label,canonical_label,class_id,split,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,source_width,source_height,crop_xmin,crop_ymin,crop_xmax,crop_ymax,crop_side,context_multiplier,minimum_crop_side,minimum_side_applied,boundary_shifted,max_side_clipped,output_width,output_height,output_relative_path,source_image_sha256,processed_image_sha256,defect_occupancy,resize_scale_factor
8_0,8,8.jpg,0,crack,crack,4,train,484,60,617,658,134,599,1024,1024,100,0,999,899,899,1.5,64,False,True,False,224,224,images/8_0.png,6287575d33c0af33cf6bc4d9cae2634543ba7c866419943fb3383899c104a20a,4f0be96121775c4deda13ddfb3a837804f51d7df5af11e6669aa555894f93142,0.099314403224,0.249165739711
9_0,9,9.jpg,0,hide_craze,hide_craze,5,train,652,720,791,936,140,217,1024,1024,558,664,884,990,326,1.5,64,False,False,False,224,224,images/9_0.png,0dfb269a508c3696d7eba9fbc960d355bf376d67300752870b99f93745f0ff1e,8395d4a0b2dbe8c2c4f0015319ec61ca2e59fb450b1728720cc85e7637f67f9e,0.285859460273,0.687116564417
10_0,10,10.jpg,0,thunderstrike,thunderstrike,3,train,517,336,870,472,354,137,1024,1024,427,138,958,669,531,1.5,64,False,False,False,224,224,images/10_0.png,91c8443f67d652e341707508f75ca6a91a7555a7428646e1ee3480892cf326e7,e1f739a3432e22e90369f750b3fa2c037fa3d39219738f8655d3e61b35e57371,0.172002510986,0.421845574388
10_1,10,10.jpg,1,surface_injure,surface_injure,2,train,383,931,470,975,88,45,1024,1024,360,886,492,1018,132,1.5,64,False,False,False,224,224,images/10_1.png,91c8443f67d652e341707508f75ca6a91a7555a7428646e1ee3480892cf326e7,bc6b94d74ae148063e48d44b9f5ed0aa7658e59637cb7763f778a2ccba5a3067,0.227272727273,1.69696969697
11_0,11,11.jpg,0,surface_injure,surface_injure,2,validation,741,106,825,177,85,72,1024,1024,718,77,846,205,128,1.5,64,False,False,False,224,224,images/11_0.png,a6eeaecbb5ec2600788b2e4fbef9a5b056e15f67f128fef4f7f10501559e26c7,18582d7dc3c4df70d4b641f1fdd44cbde173b6bd1e7c6a57e7e5b0a43f3e901a,0.37353515625,1.75
12_0,12,12.jpg,0,crack,crack,4,train,355,1,486,727,132,727,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/12_0.png,807b2ed999e9ddecd066d28b26426dba716556fd94fd64bc3fc7d208b55e9fc9,5a4744018ea5e8b457628d0ec8dae5599b708bac5c6e04813082e6b1c8a172f5,0.0915184020996,0.21875
13_0,13,13.jpg,0,hide_craze,hide_craze,5,test,11,649,162,808,152,160,1024,1024,0,608,240,848,240,1.5,64,False,True,False,224,224,images/13_0.png,358329e3df591068ae6a387fa71adeb896afe3bebee86fac645857aedc048cc3,75ffa698553117d6c1d7545e46eecc14f27973492c50c4f371adb05498db9e55,0.422222222222,0.933333333333
13_1,13,13.jpg,1,hide_craze,hide_craze,5,test,483,611,514,775,32,165,1024,1024,374,568,622,816,248,1.5,64,False,False,False,224,224,images/13_1.png,358329e3df591068ae6a387fa71adeb896afe3bebee86fac645857aedc048cc3,3974d799bc5ef8ecee9810b72bfda62fd275c2906a1a5c0466eaa11f86a6ad9e,0.085848074922,0.903225806452
14_0,14,14.jpg,0,hide_craze,hide_craze,5,train,170,910,272,972,103,63,1024,1024,143,863,298,1018,155,1.5,64,False,False,False,224,224,images/14_0.png,2b0e626ca952b0cc524057f50dba8818d052782ea4ec862e1556d6aef1e03586,ad84334dca58e5bfaabc4d4262f0c97d700938493d6d786b8f15f3743fbdc685,0.270093652445,1.44516129032
14_1,14,14.jpg,1,surface_injure,surface_injure,2,train,261,94,327,153,67,60,1024,1024,243,72,344,173,101,1.5,64,False,False,False,224,224,images/14_1.png,2b0e626ca952b0cc524057f50dba8818d052782ea4ec862e1556d6aef1e03586,2be6c7e39950b1c5d2a674439eefcdea391c0ec6dea9ba6935f0500a61fdac00,0.394079011862,2.21782178218
15_0,15,15.jpg,0,craze,craze,0,train,280,166,703,280,424,115,1024,1024,173,0,809,636,636,1.5,64,False,True,False,224,224,images/15_0.png,082cface59da24cd88b0045a38343b8c5d04245cb9ca5412521edd36fc62b858,b0d4412aa8ea1ea450026e81b989f2e6d2ea352f6c048fffc4995f51d298557a,0.120545073375,0.352201257862
16_0,16,16.jpg,0,craze,craze,0,train,180,214,389,295,210,82,1024,1024,126,96,441,411,315,1.5,64,False,False,False,224,224,images/16_0.png,ce0672e3d2f3db47b1bd8ce200cebb92fae13b8038d02b3905c4f8fd8b50fcf2,f0682a6087b55f77195b8d1bf3c5522d8a14894be5dc211bbb5b65c09573857e,0.173544973545,0.711111111111
17_0,17,17.jpg,0,thunderstrike,thunderstrike,3,train,277,3,977,489,701,487,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/17_0.png,b2fa427df6a79f2843894e5394eb5d965f2b3b79a04a950389ac0a9111fc4516,a79548c822983fe102bb36d81f760d371cff740ce623b3a1f5b081929b35174d,0.325572013855,0.21875
18_0,18,18.jpg,0,craze,craze,0,train,127,385,1009,722,883,338,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/18_0.png,f48241f15506c239c9d590a2cef8a5c04ed1a4574e2eabb384e47c9c3c86ed65,7f9ccf70328163e20324a2b645e73ae6e5b1c6d83fc707f345ba2a74b6c66363,0.284627914429,0.21875
19_0,19,19.jpg,0,surface_injure,surface_injure,2,validation,311,122,369,208,59,87,1024,1024,274,99,405,230,131,1.5,64,False,False,False,224,224,images/19_0.png,20f73bda4c65c841583ceb0fe84fb7da635363157780d831d77f043981b053f4,dee9db77c5fb092460c1b6e2c9f8a454c8b0048750bec6a93cf3d8f5f21edfd7,0.299108443564,1.70992366412
19_1,19,19.jpg,1,surface_injure,surface_injure,2,validation,205,663,894,999,690,337,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/19_1.png,20f73bda4c65c841583ceb0fe84fb7da635363157780d831d77f043981b053f4,f8d54262220b9ef81cf8e0e0c8978432746550b55da05f8fe4bf4e56ee637696,0.221757888794,0.21875
20_0,20,20.jpg,0,craze,craze,0,train,423,561,786,716,364,156,1024,1024,331,365,877,911,546,1.5,64,False,False,False,224,224,images/20_0.png,07cbc349d4b7eb5fdedfa8e56b5ba7e0da385757c48cfe0e8d67c4337e58ce16,c96c296d52fb8ecc682fb8f91f58c712c3cd26d7f0cb195c2f73918e3487a46a,0.190476190476,0.410256410256
21_0,21,21.jpg,0,craze,craze,0,validation,547,417,655,775,109,359,1024,1024,331,326,870,865,539,1.5,64,False,False,False,224,224,images/21_0.png,0b3bec5329f4ed16238826c386461beb3b01b2974068a17d41a49426b91c45ad,e49f012714c91f3d28c7a8175428a90a4da1d1d2adc74ffd7beb75026f32be41,0.134692500714,0.415584415584
22_0,22,22.jpg,0,surface_injure,surface_injure,2,train,47,130,895,660,849,531,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/22_0.png,29107b9d185279fdf216c5fe3ae01d20252fc4d6898037b02ebc86ecf571fb83,b5760e55a01d60671524cede646e8aad2837ae11838c4510b2ef8b75165dd592,0.429934501648,0.21875
23_0,23,23.jpg,0,crack,crack,4,train,570,413,759,805,190,393,1024,1024,369,313,959,903,590,1.5,64,False,False,False,224,224,images/23_0.png,a9e5548d3d6b0210fc1abe88cb6233a0f474d6160f029c3533340f269cc104fb,ddcf5942659d08645039598c4d420a8e91ac7831511ea47c2e168bed78c4aa0c,0.214507325481,0.379661016949
24_0,24,24.jpg,0,craze,craze,0,train,366,360,602,613,237,254,1024,1024,293,295,674,676,381,1.5,64,False,False,False,224,224,images/24_0.png,33accffbeb08d3b4b3ab64357715e1d86b7342f3bed200405dbf787313ed460a,c402f43a6e78f12e6a626e8b7e4db55e8744f63a46b7b66dd0a8f81a85085dfd,0.41469816273,0.587926509186
25_0,25,25.jpg,0,hide_craze,hide_craze,5,train,356,3,459,1013,104,1011,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/25_0.png,e311e45fe9e5fe531f942b8cb338222a88a69266a9c284c8024bf26a41480d51,1b5bb216db75e94a93961af01c4842f745f66bd99ea70ea4112845f88af3987d,0.100273132324,0.21875
26_0,26,26.jpg,0,crack,crack,4,train,377,74,502,910,126,837,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/26_0.png,091d06e7a0c9a4a3e2b9d8cdd84fe1043404c1462e1f30d3add5102d860148af,ff4d21e36a170e33dd24c37a31c1172fb095a3ae66a46ea5ba738f56c626ca4f,0.100576400757,0.21875
27_0,27,27.jpg,0,surface_injure,surface_injure,2,train,8,178,431,480,424,303,1024,1024,0,10,636,646,636,1.5,64,False,True,False,224,224,images/27_0.png,b4d95721b46f1071080136bdcc0af991d0ed084d54c35ff4f3c24e503643c169,e0feb8dc48bdd00c90e41b75317e3fc3985ddbeac68b470eba4bff6764b585ad,0.317610062893,0.352201257862
27_1,27,27.jpg,1,surface_injure,surface_injure,2,train,455,413,731,777,277,365,1024,1024,318,320,866,868,548,1.5,64,False,False,False,224,224,images/27_1.png,b4d95721b46f1071080136bdcc0af991d0ed084d54c35ff4f3c24e503643c169,3ee70283b240b58996675479459361fc7d7bec11d12f6a28cf4e32edfc06e4e9,0.336675502158,0.408759124088
27_2,27,27.jpg,2,surface_injure,surface_injure,2,train,753,680,869,886,117,207,1024,1024,655,627,966,938,311,1.5,64,False,False,False,224,224,images/27_2.png,b4d95721b46f1071080136bdcc0af991d0ed084d54c35ff4f3c24e503643c169,322f42745816d53672b42c1216c262166ede751b38e367f38b65438e30962f43,0.250400636883,0.720257234727
28_0,28,28.jpg,0,hide_craze,hide_craze,5,train,523,599,559,985,37,387,1024,1024,250,443,831,1024,581,1.5,64,False,True,False,224,224,images/28_0.png,6b906dcf479a3acdecef686198086648d7b95dabb780eeeb1c543e72bc33fcb2,fa5b5e02a7e86afbe2f4f39723ca88d09453ad59a2645dd485ece580535e58b4,0.0424189998252,0.385542168675
29_0,29,29.jpg,0,hide_craze,hide_craze,5,train,67,210,159,328,93,119,1024,1024,23,179,202,358,179,1.5,64,False,False,False,224,224,images/29_0.png,96dddb2d514547799dd9fc2bb1e44282dcf8574ca774c95c3c368b8b06ce6838,80a41e343e90e7bae85ea8f9312a46608c4f672a4c3fe8c1dc5b32e59d69c014,0.345401204706,1.25139664804
30_0,30,30.jpg,0,craze,craze,0,train,225,22,494,211,270,190,1024,1024,156,0,561,405,405,1.5,64,False,True,False,224,224,images/30_0.png,8a2681e935865f27d568aefee2bb4424a1880a83637d15c638d88d02acb7a731,6d809e447e8b6d5c056b0de97f5928aab9835f5a97a099634062edbe7b280775,0.312757201646,0.553086419753
30_1,30,30.jpg,1,craze,craze,0,train,509,194,1012,645,504,452,1024,1024,268,41,1024,797,756,1.5,64,False,True,False,224,224,images/30_1.png,8a2681e935865f27d568aefee2bb4424a1880a83637d15c638d88d02acb7a731,9846f52190c63a2c518525c4b012fa53e8a3abc2b614264b150f21914142a641,0.398589065256,0.296296296296
31_0,31,31.jpg,0,surface_injure,surface_injure,2,train,136,358,628,517,493,160,1024,1024,11,67,751,807,740,1.5,64,False,False,False,224,224,images/31_0.png,9f5b2c8c8f7ce6a7d68f1a4b1782c80b3010c5a1416be6aaa0746e8891dac935,173ca8d1e98291dc8f412d7718317ffc5b59e3493a15524bb342dace6b086e7f,0.144046749452,0.302702702703
31_1,31,31.jpg,1,surface_injure,surface_injure,2,train,1,441,141,686,141,246,1024,1024,0,378,369,747,369,1.5,64,False,True,False,224,224,images/31_1.png,9f5b2c8c8f7ce6a7d68f1a4b1782c80b3010c5a1416be6aaa0746e8891dac935,7eb9499d8ac9c9fcb2c6bd7b89e2ecacb2b005f5536e81a53485adcc905560b2,0.254742547425,0.607046070461
32_0,32,32.jpg,0,thunderstrike,thunderstrike,3,test,58,558,527,849,470,292,1024,1024,0,319,705,1024,705,1.5,64,False,True,False,224,224,images/32_0.png,77abf41eafe2a8e6759d50a55d6ce206e7bc1d4583d2aea1735f49c0f0fc6a10,0bc0583e8b3c9710ceed3500adafd5c933696ea8109628c6eaab66efbc59e4af,0.276122931442,0.317730496454
32_1,32,32.jpg,1,thunderstrike,thunderstrike,3,test,739,692,987,975,249,284,1024,1024,598,598,1024,1024,426,1.5,64,False,True,False,224,224,images/32_1.png,77abf41eafe2a8e6759d50a55d6ce206e7bc1d4583d2aea1735f49c0f0fc6a10,53fb39b9c5d3431069e0854bb8ca569f80ad3c92388a224217d5570f15cc6e94,0.389671361502,0.525821596244
33_0,33,33.jpg,0,crack,crack,4,train,259,341,300,560,42,220,1024,1024,114,285,444,615,330,1.5,64,False,False,False,224,224,images/33_0.png,d570bc62c3682ba82e5cf7177383b38f1bb82cee16fd44ea5c625eed22002aa3,dc5417c7e6ff8bed3ac57cbd9b42c6f8b8cdfca892bc1bc1a950d9def9492ef7,0.0848484848485,0.678787878788
33_1,33,33.jpg,1,crack,crack,4,train,453,202,619,478,167,277,1024,1024,327,131,743,547,416,1.5,64,False,False,False,224,224,images/33_1.png,d570bc62c3682ba82e5cf7177383b38f1bb82cee16fd44ea5c625eed22002aa3,86ad36087bca87f0183af34be35eab4514450f14e9a6229fe7f8c7ffe9925edc,0.267306536612,0.538461538462
34_0,34,34.jpg,0,surface_injure,surface_injure,2,train,91,803,142,861,52,59,1024,1024,71,787,160,876,89,1.5,64,False,False,False,224,224,images/34_0.png,7a52f0b680b59bf9d0f968088d5df7a12308b95430eb708e2748bb8eb50e8d30,1859a58ae487138ace5e35458a20cc16c169741e739607e1c45082e1dd0bd248,0.387324832723,2.51685393258
34_1,34,34.jpg,1,hide_craze,hide_craze,5,train,436,716,869,785,434,70,1024,1024,326,373,977,1024,651,1.5,64,False,True,False,224,224,images/34_1.png,7a52f0b680b59bf9d0f968088d5df7a12308b95430eb708e2748bb8eb50e8d30,89edc4e3e68f41a342c6f5804fa2e2a8137348d330bef70a9b7971baebc57116,0.0716845878136,0.344086021505
35_0,35,35.jpg,0,corrosion,corrosion,1,train,119,505,745,1014,627,510,1024,1024,0,83,941,1024,941,1.5,64,False,True,False,224,224,images/35_0.png,67d0169a1654a8ad9c7ee8d12788f01e0b84f70ee9ff60bed8fbe61d8385499f,f04feedc9495a08cfed872581256b6fbbb54d38097792a2223127a4be0c99aa8,0.361125761027,0.238044633369
35_1,35,35.jpg,1,corrosion,corrosion,1,train,44,5,472,492,429,488,1024,1024,0,0,732,732,732,1.5,64,False,True,False,224,224,images/35_1.png,67d0169a1654a8ad9c7ee8d12788f01e0b84f70ee9ff60bed8fbe61d8385499f,de0baf54d0f8910840fd8381419811216f5907bcb3b8cf8f76969ae93476c417,0.390710382514,0.306010928962
36_0,36,36.jpg,0,hide_craze,hide_craze,5,train,147,20,533,631,387,612,1024,1024,0,0,918,918,918,1.5,64,False,True,False,224,224,images/36_0.png,0214247382840dedea5009e041468fd13faba1102cc0495d9a5823d7367f9896,9fa342aa38e30a9552ebc7eee64a4b39e95cb0caa0fc8a86a91d7ebbd87a66c6,0.281045751634,0.244008714597
36_1,36,36.jpg,1,hide_craze,hide_craze,5,train,695,463,1020,708,326,246,1024,1024,535,340,1024,829,489,1.5,64,False,True,False,224,224,images/36_1.png,0214247382840dedea5009e041468fd13faba1102cc0495d9a5823d7367f9896,d9b1fb233c91ab5c3d498dbba1a88276aa30d586df83a949e987c2f02b3c96cb,0.335378323108,0.458077709611
37_0,37,37.jpg,0,thunderstrike,thunderstrike,3,train,380,403,649,684,270,282,1024,1024,302,331,725,754,423,1.5,64,False,False,False,224,224,images/37_0.png,60990b80560fc21f045f41403b928c81bc88468aec6e1e3024c1539bd44ca0c8,4b0076a904c608aa1adfe55a8ed3d61773e4a9a69a95f6079331d8920125491a,0.425531914894,0.529550827423
37_1,37,37.jpg,1,surface_injure,surface_injure,2,train,286,105,792,774,507,670,1024,1024,19,0,1024,1005,1005,1.5,64,False,True,False,224,224,images/37_1.png,60990b80560fc21f045f41403b928c81bc88468aec6e1e3024c1539bd44ca0c8,c97a669301662d62ad9b5dde167a03d95d55007baad55582b275a0186a620277,0.33631840796,0.222885572139
38_0,38,38.jpg,0,hide_craze,hide_craze,5,train,603,5,644,385,42,381,1024,1024,337,0,909,572,572,1.5,64,False,True,False,224,224,images/38_0.png,11f9553a678091f719e96cb57f5dca2d5681be23fbd539cec8c5dbf2731add3e,3f17960685d4a472048f6d3485fa96469c55e8df360852abc0b250c68f7ecbd4,0.0489082595726,0.391608391608
39_0,39,39.jpg,0,corrosion,corrosion,1,train,391,127,600,989,210,863,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/39_0.png,a6d8b79c2f81c45f6364dc660e79d07f09dff6c7ab2be42986900c9c6b2bf87f,429b305fffbf193d29d6af20df4acda3b7b1cf2c069b2ebf112971ae5ba11338,0.172834396362,0.21875
40_0,40,40.jpg,0,thunderstrike,thunderstrike,3,train,1,339,427,583,427,245,1024,1024,0,140,641,781,641,1.5,64,False,True,False,224,224,images/40_0.png,191fc8b7f81a1517a9e28e0e3ef9f25e436d5074bfa3e007828703627fbd826f,6188307681f9c2fc920476320788ef053af900e950f9bac181fb36b30e6b40c3,0.254611432507,0.349453978159
41_0,41,41.jpg,0,hide_craze,hide_craze,5,train,400,630,977,666,578,37,1024,1024,157,157,1024,1024,867,1.5,64,False,True,False,224,224,images/41_0.png,680221bfdd02ec8208d76e0f5bd7d6253cadc611ea11e228449075a0215f82ad,76fb47c0afb38ffb7e2e2c2ebdfa622a12f666d0012cfb077725a15165d99f06,0.0284505959246,0.258362168397
42_0,42,42.jpg,0,craze,craze,0,train,627,83,1024,789,398,707,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/42_0.png,33ead05e0aa5c7b258ae8ed0c1d8ea234dc2ee14de452da2698d06c5a3739001,c047b5c2aa138a76cc986d1b53d4f26eb818acf8d96cfa2e7cf1b75c4fce952c,0.268350601196,0.21875
42_1,42,42.jpg,1,craze,craze,0,train,81,278,286,469,206,192,1024,1024,28,218,337,527,309,1.5,64,False,False,False,224,224,images/42_1.png,33ead05e0aa5c7b258ae8ed0c1d8ea234dc2ee14de452da2698d06c5a3739001,d2dc58584f8b7d9c193c0db8fd7fb6c151fa07d359fdeaedbfccaa249017df15,0.414239482201,0.724919093851
42_2,42,42.jpg,2,craze,craze,0,train,411,233,609,514,199,282,1024,1024,298,161,721,584,423,1.5,64,False,False,False,224,224,images/42_2.png,33ead05e0aa5c7b258ae8ed0c1d8ea234dc2ee14de452da2698d06c5a3739001,afd99acc93143ed80990f05f4f6456bc498231783c953192f93416245398f868,0.313632781718,0.529550827423
43_0,43,43.jpg,0,surface_injure,surface_injure,2,train,177,1,502,689,326,689,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/43_0.png,4b175d68fb1ebe6ab81e76220e4f2b9d059911154c795b0fc7f4047287ce99f8,26b1b308cc4ee1edb0630fe05a532345edce2db9bd6e4dbe9c072dc93aa57c91,0.214208602905,0.21875
43_1,43,43.jpg,1,surface_injure,surface_injure,2,train,300,724,553,885,254,162,1024,1024,235,613,616,994,381,1.5,64,False,False,False,224,224,images/43_1.png,4b175d68fb1ebe6ab81e76220e4f2b9d059911154c795b0fc7f4047287ce99f8,dce7ece4a977e0b8bfa4f1773aefae782c2fa3bbcb2870de236fff534492f5da,0.283464566929,0.587926509186
44_0,44,44.jpg,0,hide_craze,hide_craze,5,train,286,591,631,783,346,193,1024,1024,198,427,717,946,519,1.5,64,False,False,False,224,224,images/44_0.png,04dece1cda54af3b9873a788cb1c2d9dc41b95a71f2047b29cca5c9a68cc5755,bcee3c68f22a8091229ea17531bfa6622b2e4b54a63522cf72f50cf9b7cade58,0.247912652537,0.431599229287
45_0,45,45.jpg,0,surface_injure,surface_injure,2,train,191,417,664,655,474,239,1024,1024,71,180,782,891,711,1.5,64,False,False,False,224,224,images/45_0.png,8206223b5b212be6bd3b380c31aadea9d64fdb60d0a1e024c95c42ec1d668503,0e501a3eb6ef01ef3d0e538aa66ec2a3cf1e254af9efee49f7868a6b3159dfd0,0.224097515237,0.315049226442
45_1,45,45.jpg,1,surface_injure,surface_injure,2,train,16,517,181,872,166,356,1024,1024,0,427,534,961,534,1.5,64,False,True,False,224,224,images/45_1.png,8206223b5b212be6bd3b380c31aadea9d64fdb60d0a1e024c95c42ec1d668503,e573c2384a0ed1d8fc6b782f44037d491e006743fede1ce5d81ef063b2946321,0.207240948814,0.419475655431
46_0,46,46.jpg,0,corrosion,corrosion,1,test,20,563,548,680,529,118,1024,1024,0,224,794,1018,794,1.5,64,False,True,False,224,224,images/46_0.png,d543951cbf574ec2ee58facd129d6c1f27b874f7810a9b2a2e4d1603541646f4,f65ac02a526333ce383658ce815b62642d262130a494de32c9c34a96ba75834e,0.0990140156971,0.282115869018
46_1,46,46.jpg,1,corrosion,corrosion,1,test,569,491,814,578,246,88,1024,1024,506,349,875,718,369,1.5,64,False,False,False,224,224,images/46_1.png,d543951cbf574ec2ee58facd129d6c1f27b874f7810a9b2a2e4d1603541646f4,0eeaa75b156b85c32b527d508919fddcd1973e974e778ed122a901dbf0621ee6,0.158988256549,0.607046070461
47_0,47,47.jpg,0,craze,craze,0,train,683,731,941,1002,259,272,1024,1024,607,616,1015,1024,408,1.5,64,False,True,False,224,224,images/47_0.png,06910a6c6ed2e47d26d9190f02d22b7038140b91edee6017e78b95570e061c4a,1fcae41238b2fc631ec439cfa4a596fe6d67e54622a30223dc84458f56f253de,0.423202614379,0.549019607843
47_1,47,47.jpg,1,craze,craze,0,train,523,513,683,716,161,204,1024,1024,449,461,755,767,306,1.5,64,False,False,False,224,224,images/47_1.png,06910a6c6ed2e47d26d9190f02d22b7038140b91edee6017e78b95570e061c4a,35ce7e5548c64d035413a7d8cae5dbf337d8a258577b61e5b0e1bd5fc9ffb958,0.350762527233,0.732026143791
47_2,47,47.jpg,2,craze,craze,0,train,328,335,498,491,171,157,1024,1024,284,284,541,541,257,1.5,64,False,False,False,224,224,images/47_2.png,06910a6c6ed2e47d26d9190f02d22b7038140b91edee6017e78b95570e061c4a,37d1469fba93ad8f994ade3f2fa2b2cfac06fd6689368264706591f0b8b7528f,0.406470953383,0.871595330739
48_0,48,48.jpg,0,surface_injure,surface_injure,2,test,394,473,553,794,160,322,1024,1024,231,391,714,874,483,1.5,64,False,False,False,224,224,images/48_0.png,f97a28e29b915b4e6c2ab8888d4e4e740c7c2f64ebcf9fe703ad3deae44f79a7,969c030dff9b66e68d64e8220b40ad4725ffa92f639b85953aa6038919570c06,0.220841959972,0.463768115942
49_0,49,49.jpg,0,craze,craze,0,train,375,269,806,364,432,96,1024,1024,266,0,914,648,648,1.5,64,False,True,False,224,224,images/49_0.png,a4e898bb773b14ece1e4db2b2f67328f4cfd033ba8450d4833d4d601e8cb91b9,3c16e47a9aa774482d5b4f6a5b3f403cfe660595b7a8a3c3133b03e709f502e0,0.0987654320988,0.345679012346
50_0,50,50.jpg,0,craze,craze,0,train,6,83,467,899,462,817,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/50_0.png,60717bb7b5b1d5d336b0d5f188e783e2ad887f488250b416d7c11be9b2b971b2,52bce2170e0779c57249d33d9e4edefac2970cb3451f9388d0e57aa98d535018,0.359968185425,0.21875
50_1,50,50.jpg,1,craze,craze,0,train,731,261,955,503,225,243,1024,1024,659,199,1024,564,365,1.5,64,False,True,False,224,224,images/50_1.png,60717bb7b5b1d5d336b0d5f188e783e2ad887f488250b416d7c11be9b2b971b2,db0eed8acaccdf37f58366dab04d4be28e2d8a12af7ad7af19ce500038aee015,0.410395946707,0.613698630137
