sample_id,decision,resolved_image_filename,annotation_source,include,notes,reviewer
753,mark_annotation_reused,753.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 116.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9673. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
755,mark_annotation_reused,755.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 120.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.6733. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
758,mark_annotation_reused,758.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 123.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9376. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
759,mark_annotation_reused,759.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 126.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9996. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
761,mark_annotation_reused,761.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 13.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9721. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
762,mark_annotation_reused,762.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 130.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9996. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
763,mark_annotation_reused,763.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 137.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9987. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
764,mark_annotation_reused,764.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 14.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9961. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
766,mark_annotation_reused,766.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 144.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8341. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
767,mark_annotation_reused,767.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 145.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9813. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
768,mark_annotation_reused,768.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 146.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=False; thumbnail_corr=0.9605. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
769,mark_annotation_reused,769.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 147.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9519. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
770,mark_annotation_reused,770.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 149.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.4551. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
771,mark_annotation_reused,771.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 15.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9958. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
772,mark_annotation_reused,772.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 150.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7718. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
773,mark_annotation_reused,773.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 152.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9438. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
774,mark_annotation_reused,774.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 157.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9989. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
775,mark_annotation_reused,775.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 158.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9429. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
776,mark_annotation_reused,776.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 159.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8117. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
777,mark_annotation_reused,777.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 160.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9849. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
778,mark_annotation_reused,778.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 161.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9078. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
779,mark_annotation_reused,779.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 166.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9938. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
780,mark_annotation_reused,780.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 168.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9981. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
781,mark_annotation_reused,781.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 17.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8453. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
782,mark_annotation_reused,782.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 170.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9204. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
783,mark_annotation_reused,783.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 172.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.6496. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
784,mark_annotation_reused,784.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 173.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7893. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
785,mark_annotation_reused,785.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 175.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8298. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
786,mark_annotation_reused,786.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 177.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8526. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
788,mark_annotation_reused,788.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 180.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9378. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
789,mark_annotation_reused,789.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 182.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9923. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
790,mark_annotation_reused,790.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 183.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9998. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
791,mark_annotation_reused,791.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 186.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7243. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
792,mark_annotation_reused,792.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 187.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8976. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
793,mark_annotation_reused,793.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 189.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9685. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
794,mark_annotation_reused,794.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 191.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9996. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
795,mark_annotation_reused,795.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 195.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
796,mark_annotation_reused,796.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 196.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9888. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
798,mark_annotation_reused,798.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 199.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9802. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
799,mark_annotation_reused,799.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 2.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9971. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
800,mark_annotation_reused,800.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 20.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.5178. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
801,mark_annotation_reused,801.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 205.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=False; thumbnail_corr=0.9340. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
802,mark_annotation_reused,802.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 208.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9774. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
803,mark_annotation_reused,803.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 21.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9643. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
804,mark_annotation_reused,804.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 210.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9284. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
805,mark_annotation_reused,805.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 211.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8132. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
806,mark_annotation_reused,806.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 213.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9340. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
807,mark_annotation_reused,807.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 215.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9883. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
808,mark_annotation_reused,808.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 218.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9962. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
810,mark_annotation_reused,810.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 220.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9761. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
811,mark_annotation_reused,811.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 221.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8551. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
812,mark_annotation_reused,812.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 224.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7003. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
813,mark_annotation_reused,813.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 226.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8523. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
814,mark_annotation_reused,814.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 227.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9995. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
815,mark_annotation_reused,815.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 230.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.6206. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
816,mark_annotation_reused,816.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 231.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9987. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
817,mark_annotation_reused,817.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 232.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9661. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
819,mark_annotation_reused,819.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 235.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7978. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
820,mark_annotation_reused,820.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 237.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9998. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
821,mark_annotation_reused,821.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 238.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9222. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
822,mark_annotation_reused,822.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 239.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7532. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
823,mark_annotation_reused,823.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 241.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9996. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
825,mark_annotation_reused,825.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 244.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9974. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
826,mark_annotation_reused,826.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 251.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
828,mark_annotation_reused,828.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 258.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9671. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
829,mark_annotation_reused,829.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 259.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.5536. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
830,mark_annotation_reused,830.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 262.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8926. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
831,mark_annotation_reused,831.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 263.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9492. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
832,mark_annotation_reused,832.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 264.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9998. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
833,mark_annotation_reused,833.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 265.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7776. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
836,mark_annotation_reused,836.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 278.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7985. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
837,mark_annotation_reused,837.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 28.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9936. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
838,mark_annotation_reused,838.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 284.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8252. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
840,mark_annotation_reused,840.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 286.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9993. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
841,mark_annotation_reused,841.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 287.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9794. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
842,mark_annotation_reused,842.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 288.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9945. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
843,mark_annotation_reused,843.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 290.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9239. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
844,mark_annotation_reused,844.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 297.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8966. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
845,mark_annotation_reused,845.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 298.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9985. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
846,mark_annotation_reused,846.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 301.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
847,mark_annotation_reused,847.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 303.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9993. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
848,mark_annotation_reused,848.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 304.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=False; thumbnail_corr=0.9866. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
849,mark_annotation_reused,849.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 305.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7787. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
850,mark_annotation_reused,850.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 307.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8318. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
